property_id,ward_id,ward_name,zone,lat,lng,address,pincode,property_type,area_sqm,snapshot_year,s3_geojson_key
GVMC-002-0020,2,Madhurawada,Madhurawada,17.807935,83.37755,"D.No 45, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,203,2024,mock/ward-2/GVMC-002-0020-2024.json
GVMC-002-0021,2,Madhurawada,Madhurawada,17.787216,83.305636,"D.No 21, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,821,2024,mock/ward-2/GVMC-002-0021-2024.json
GVMC-002-0022,2,Madhurawada,Madhurawada,17.763582,83.328063,"D.No 28, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Commercial,277,2024,mock/ward-2/GVMC-002-0022-2024.json
GVMC-002-0024,2,Madhurawada,Madhurawada,17.791363,83.368173,"D.No 2-7, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,330,2024,mock/ward-2/GVMC-002-0024-2024.json
GVMC-002-0025,2,Madhurawada,Madhurawada,17.814789,83.301845,"D.No 38, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,475,2024,mock/ward-2/GVMC-002-0025-2024.json
GVMC-002-0027,2,Madhurawada,Madhurawada,17.80732,83.309658,"D.No 25, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,546,2024,mock/ward-2/GVMC-002-0027-2024.json
GVMC-002-0029,2,Madhurawada,Madhurawada,17.79695,83.374727,"D.No 1, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Industrial,131,2024,mock/ward-2/GVMC-002-0029-2024.json
GVMC-002-0030,2,Madhurawada,Madhurawada,17.78002,83.360377,"D.No 44, Cross Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,451,2024,mock/ward-2/GVMC-002-0030-2024.json
GVMC-002-0031,2,Madhurawada,Madhurawada,17.801146,83.363963,"D.No 45-3, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Commercial,518,2024,mock/ward-2/GVMC-002-0031-2024.json
GVMC-002-0032,2,Madhurawada,Madhurawada,17.760495,83.327036,"D.No 11-2, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,368,2024,mock/ward-2/GVMC-002-0032-2024.json
GVMC-002-0033,2,Madhurawada,Madhurawada,17.813153,83.320793,"D.No 6-8, Beach Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,292,2024,mock/ward-2/GVMC-002-0033-2024.json
GVMC-002-0034,2,Madhurawada,Madhurawada,17.817832,83.336506,"D.No 24, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Industrial,378,2024,mock/ward-2/GVMC-002-0034-2024.json
GVMC-002-0035,2,Madhurawada,Madhurawada,17.772039,83.30581,"D.No 1, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,521,2024,mock/ward-2/GVMC-002-0035-2024.json
GVMC-002-0037,2,Madhurawada,Madhurawada,17.76153,83.331343,"D.No 1-7, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Residential,839,2024,mock/ward-2/GVMC-002-0037-2024.json
GVMC-002-0040,2,Madhurawada,Madhurawada,17.761289,83.367048,"D.No 34, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,327,2024,mock/ward-2/GVMC-002-0040-2024.json
GVMC-002-0041,2,Madhurawada,Madhurawada,17.767132,83.3286,"D.No 32, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,744,2024,mock/ward-2/GVMC-002-0041-2024.json
GVMC-002-0043,2,Madhurawada,Madhurawada,17.801073,83.36852,"D.No 18-6, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,792,2024,mock/ward-2/GVMC-002-0043-2024.json
GVMC-002-0044,2,Madhurawada,Madhurawada,17.767764,83.306897,"D.No 38-4, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,334,2024,mock/ward-2/GVMC-002-0044-2024.json
GVMC-002-0045,2,Madhurawada,Madhurawada,17.815135,83.331548,"D.No 16, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,537,2024,mock/ward-2/GVMC-002-0045-2024.json
GVMC-002-0047,2,Madhurawada,Madhurawada,17.792768,83.355381,"D.No 19-8, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,317,2024,mock/ward-2/GVMC-002-0047-2024.json
GVMC-002-0048,2,Madhurawada,Madhurawada,17.779289,83.374923,"D.No 3, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,513,2024,mock/ward-2/GVMC-002-0048-2024.json
GVMC-002-0051,2,Madhurawada,Madhurawada,17.779896,83.376266,"D.No 29, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Commercial,611,2024,mock/ward-2/GVMC-002-0051-2024.json
GVMC-002-0052,2,Madhurawada,Madhurawada,17.790322,83.375358,"D.No 2, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Commercial,298,2024,mock/ward-2/GVMC-002-0052-2024.json
GVMC-002-0055,2,Madhurawada,Madhurawada,17.798039,83.369211,"D.No 38, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,262,2024,mock/ward-2/GVMC-002-0055-2024.json
GVMC-002-0056,2,Madhurawada,Madhurawada,17.809082,83.310131,"D.No 12-5, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,115,2024,mock/ward-2/GVMC-002-0056-2024.json
GVMC-002-0057,2,Madhurawada,Madhurawada,17.79438,83.355223,"D.No 19, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,308,2024,mock/ward-2/GVMC-002-0057-2024.json
GVMC-002-0058,2,Madhurawada,Madhurawada,17.819217,83.32799,"D.No 2-1, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,117,2024,mock/ward-2/GVMC-002-0058-2024.json
GVMC-002-0059,2,Madhurawada,Madhurawada,17.799786,83.338408,"D.No 34, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,491,2024,mock/ward-2/GVMC-002-0059-2024.json
GVMC-002-0061,2,Madhurawada,Madhurawada,17.765899,83.307733,"D.No 43-2, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,411,2024,mock/ward-2/GVMC-002-0061-2024.json
GVMC-003-0002,3,Asilmetta,Asilmetta,17.7333,83.306626,"D.No 8, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,435,2024,mock/ward-3/GVMC-003-0002-2024.json
GVMC-003-0004,3,Asilmetta,Asilmetta,17.718028,83.301342,"D.No 8, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,182,2024,mock/ward-3/GVMC-003-0004-2024.json
GVMC-003-0006,3,Asilmetta,Asilmetta,17.716073,83.290526,"D.No 41, Cross Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,415,2024,mock/ward-3/GVMC-003-0006-2024.json
GVMC-003-0008,3,Asilmetta,Asilmetta,17.729896,83.299551,"D.No 9-4, Cross Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,83,2024,mock/ward-3/GVMC-003-0008-2024.json
GVMC-003-0009,3,Asilmetta,Asilmetta,17.705667,83.2951,"D.No 8, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,450,2024,mock/ward-3/GVMC-003-0009-2024.json
GVMC-003-0010,3,Asilmetta,Asilmetta,17.717894,83.329341,"D.No 33, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Mixed Use,97,2024,mock/ward-3/GVMC-003-0010-2024.json
GVMC-003-0012,3,Asilmetta,Asilmetta,17.7035,83.290852,"D.No 13, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,93,2024,mock/ward-3/GVMC-003-0012-2024.json
GVMC-003-0013,3,Asilmetta,Asilmetta,17.744972,83.293978,"D.No 5-3, Lane, Asilmetta, Visakhapatnam - 530017",530017,Commercial,66,2024,mock/ward-3/GVMC-003-0013-2024.json
GVMC-003-0014,3,Asilmetta,Asilmetta,17.733212,83.302419,"D.No 14-5, Main Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,162,2024,mock/ward-3/GVMC-003-0014-2024.json
GVMC-003-0017,3,Asilmetta,Asilmetta,17.712922,83.313538,"D.No 40, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,279,2024,mock/ward-3/GVMC-003-0017-2024.json
GVMC-003-0018,3,Asilmetta,Asilmetta,17.703392,83.316324,"D.No 20-2, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,356,2024,mock/ward-3/GVMC-003-0018-2024.json
GVMC-003-0019,3,Asilmetta,Asilmetta,17.739673,83.292344,"D.No 18, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,470,2024,mock/ward-3/GVMC-003-0019-2024.json
GVMC-003-0021,3,Asilmetta,Asilmetta,17.7083,83.294207,"D.No 45, Colony Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,154,2024,mock/ward-3/GVMC-003-0021-2024.json
GVMC-003-0023,3,Asilmetta,Asilmetta,17.744765,83.302932,"D.No 19, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,887,2024,mock/ward-3/GVMC-003-0023-2024.json
GVMC-003-0024,3,Asilmetta,Asilmetta,17.73925,83.292044,"D.No 7-5, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,546,2024,mock/ward-3/GVMC-003-0024-2024.json
GVMC-003-0027,3,Asilmetta,Asilmetta,17.736256,83.290054,"D.No 45-7, Main Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,227,2024,mock/ward-3/GVMC-003-0027-2024.json
GVMC-003-0030,3,Asilmetta,Asilmetta,17.730656,83.318497,"D.No 35, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,531,2024,mock/ward-3/GVMC-003-0030-2024.json
GVMC-003-0032,3,Asilmetta,Asilmetta,17.735942,83.324665,"D.No 28, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,503,2024,mock/ward-3/GVMC-003-0032-2024.json
GVMC-003-0033,3,Asilmetta,Asilmetta,17.709008,83.318013,"D.No 8, Lane, Asilmetta, Visakhapatnam - 530017",530017,Commercial,445,2024,mock/ward-3/GVMC-003-0033-2024.json
GVMC-003-0034,3,Asilmetta,Asilmetta,17.737407,83.323199,"D.No 42-5, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,70,2024,mock/ward-3/GVMC-003-0034-2024.json
GVMC-003-0035,3,Asilmetta,Asilmetta,17.713845,83.291147,"D.No 32, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,438,2024,mock/ward-3/GVMC-003-0035-2024.json
GVMC-003-0036,3,Asilmetta,Asilmetta,17.742822,83.311419,"D.No 39, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,53,2024,mock/ward-3/GVMC-003-0036-2024.json
GVMC-003-0037,3,Asilmetta,Asilmetta,17.735736,83.323869,"D.No 6, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Industrial,192,2024,mock/ward-3/GVMC-003-0037-2024.json
GVMC-004-0003,4,Suryabagh,Suryabagh,17.687592,83.30701,"D.No 26-1, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,689,2024,mock/ward-4/GVMC-004-0003-2024.json
GVMC-004-0004,4,Suryabagh,Suryabagh,17.703839,83.283994,"D.No 27, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,629,2024,mock/ward-4/GVMC-004-0004-2024.json
GVMC-004-0006,4,Suryabagh,Suryabagh,17.704796,83.297766,"D.No 16, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Industrial,558,2024,mock/ward-4/GVMC-004-0006-2024.json
GVMC-004-0007,4,Suryabagh,Suryabagh,17.698976,83.280146,"D.No 14, Beach Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,125,2024,mock/ward-4/GVMC-004-0007-2024.json
GVMC-004-0008,4,Suryabagh,Suryabagh,17.686642,83.282983,"D.No 29, Lane, Suryabagh, Visakhapatnam - 530020",530020,Residential,201,2024,mock/ward-4/GVMC-004-0008-2024.json
GVMC-004-0010,4,Suryabagh,Suryabagh,17.703001,83.287178,"D.No 23, Lane, Suryabagh, Visakhapatnam - 530020",530020,Residential,134,2024,mock/ward-4/GVMC-004-0010-2024.json
GVMC-004-0011,4,Suryabagh,Suryabagh,17.702565,83.281492,"D.No 34, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,264,2024,mock/ward-4/GVMC-004-0011-2024.json
GVMC-004-0013,4,Suryabagh,Suryabagh,17.699653,83.289581,"D.No 7, Market Road, Suryabagh, Visakhapatnam - 530020",530020,Vacant Land,535,2024,mock/ward-4/GVMC-004-0013-2024.json
GVMC-004-0014,4,Suryabagh,Suryabagh,17.69075,83.286448,"D.No 22, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Commercial,62,2024,mock/ward-4/GVMC-004-0014-2024.json
GVMC-004-0015,4,Suryabagh,Suryabagh,17.695851,83.308958,"D.No 4, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,541,2024,mock/ward-4/GVMC-004-0015-2024.json
GVMC-004-0016,4,Suryabagh,Suryabagh,17.698709,83.299786,"D.No 6-1, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Industrial,303,2024,mock/ward-4/GVMC-004-0016-2024.json
GVMC-004-0020,4,Suryabagh,Suryabagh,17.714778,83.30149,"D.No 12, Main Road, Suryabagh, Visakhapatnam - 530020",530020,Mixed Use,88,2024,mock/ward-4/GVMC-004-0020-2024.json
GVMC-004-0021,4,Suryabagh,Suryabagh,17.696941,83.280769,"D.No 31-5, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,768,2024,mock/ward-4/GVMC-004-0021-2024.json
GVMC-004-0022,4,Suryabagh,Suryabagh,17.70777,83.304859,"D.No 5, Beach Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,225,2024,mock/ward-4/GVMC-004-0022-2024.json
GVMC-004-0026,4,Suryabagh,Suryabagh,17.688217,83.295081,"D.No 22, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,427,2024,mock/ward-4/GVMC-004-0026-2024.json
GVMC-004-0027,4,Suryabagh,Suryabagh,17.710609,83.302418,"D.No 42, Market Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,189,2024,mock/ward-4/GVMC-004-0027-2024.json
GVMC-004-0028,4,Suryabagh,Suryabagh,17.692509,83.29181,"D.No 26, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Residential,380,2024,mock/ward-4/GVMC-004-0028-2024.json
GVMC-004-0029,4,Suryabagh,Suryabagh,17.712984,83.291256,"D.No 7, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Residential,255,2024,mock/ward-4/GVMC-004-0029-2024.json
GVMC-004-0031,4,Suryabagh,Suryabagh,17.687861,83.282466,"D.No 11, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Commercial,348,2024,mock/ward-4/GVMC-004-0031-2024.json
GVMC-004-0032,4,Suryabagh,Suryabagh,17.691534,83.292935,"D.No 31, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,417,2024,mock/ward-4/GVMC-004-0032-2024.json
GVMC-004-0033,4,Suryabagh,Suryabagh,17.689803,83.283117,"D.No 22, Beach Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,843,2024,mock/ward-4/GVMC-004-0033-2024.json
GVMC-004-0034,4,Suryabagh,Suryabagh,17.696169,83.281565,"D.No 43-8, Lane, Suryabagh, Visakhapatnam - 530020",530020,Residential,87,2024,mock/ward-4/GVMC-004-0034-2024.json
GVMC-004-0035,4,Suryabagh,Suryabagh,17.708636,83.298205,"D.No 10, Beach Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,128,2024,mock/ward-4/GVMC-004-0035-2024.json
GVMC-004-0036,4,Suryabagh,Suryabagh,17.699001,83.309384,"D.No 4, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,209,2024,mock/ward-4/GVMC-004-0036-2024.json
GVMC-004-0037,4,Suryabagh,Suryabagh,17.711602,83.305717,"D.No 7-7, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Mixed Use,167,2024,mock/ward-4/GVMC-004-0037-2024.json
GVMC-004-0038,4,Suryabagh,Suryabagh,17.693166,83.309524,"D.No 28, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Vacant Land,397,2024,mock/ward-4/GVMC-004-0038-2024.json
GVMC-004-0039,4,Suryabagh,Suryabagh,17.700984,83.297895,"D.No 24-4, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Industrial,565,2024,mock/ward-4/GVMC-004-0039-2024.json
