property_id,ward_id,ward_name,zone,lat,lng,address,pincode,property_type,area_sqm,snapshot_year,s3_geojson_key
GVMC-001-0060,1,Bheemunipatnam,Bheemunipatnam,17.847884,83.451791,"D.No 8, Ring Road Extension, Bheemunipatnam, Visakhapatnam - 530001",530001,Residential,388,2022,mock/ward-1/GVMC-001-0060-2022.json
GVMC-002-0004,2,Madhurawada,Madhurawada,17.79067,83.304146,"D.No 29, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,200,2022,mock/ward-2/GVMC-002-0004-2022.json
GVMC-002-0005,2,Madhurawada,Madhurawada,17.794863,83.368106,"D.No 22, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,227,2022,mock/ward-2/GVMC-002-0005-2022.json
GVMC-002-0006,2,Madhurawada,Madhurawada,17.786711,83.332497,"D.No 38-1, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,405,2022,mock/ward-2/GVMC-002-0006-2022.json
GVMC-002-0009,2,Madhurawada,Madhurawada,17.764639,83.35272,"D.No 39, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Mixed Use,45,2022,mock/ward-2/GVMC-002-0009-2022.json
GVMC-002-0013,2,Madhurawada,Madhurawada,17.776283,83.368857,"D.No 24-9, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Mixed Use,285,2022,mock/ward-2/GVMC-002-0013-2022.json
GVMC-002-0018,2,Madhurawada,Madhurawada,17.815352,83.363902,"D.No 16, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,49,2022,mock/ward-2/GVMC-002-0018-2022.json
GVMC-002-0020,2,Madhurawada,Madhurawada,17.807935,83.37755,"D.No 45, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,145,2022,mock/ward-2/GVMC-002-0020-2022.json
GVMC-002-0022,2,Madhurawada,Madhurawada,17.763582,83.328063,"D.No 28, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Commercial,218,2022,mock/ward-2/GVMC-002-0022-2022.json
GVMC-002-0024,2,Madhurawada,Madhurawada,17.791363,83.368173,"D.No 2-7, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,260,2022,mock/ward-2/GVMC-002-0024-2022.json
GVMC-002-0025,2,Madhurawada,Madhurawada,17.814789,83.301845,"D.No 38, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,408,2022,mock/ward-2/GVMC-002-0025-2022.json
GVMC-002-0027,2,Madhurawada,Madhurawada,17.80732,83.309658,"D.No 25, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,390,2022,mock/ward-2/GVMC-002-0027-2022.json
GVMC-002-0030,2,Madhurawada,Madhurawada,17.78002,83.360377,"D.No 44, Cross Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,336,2022,mock/ward-2/GVMC-002-0030-2022.json
GVMC-002-0031,2,Madhurawada,Madhurawada,17.801146,83.363963,"D.No 45-3, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Commercial,414,2022,mock/ward-2/GVMC-002-0031-2022.json
GVMC-002-0032,2,Madhurawada,Madhurawada,17.760495,83.327036,"D.No 11-2, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,286,2022,mock/ward-2/GVMC-002-0032-2022.json
GVMC-002-0034,2,Madhurawada,Madhurawada,17.817832,83.336506,"D.No 24, Ring Road Extension, Madhurawada, Visakhapatnam - 530009",530009,Industrial,263,2022,mock/ward-2/GVMC-002-0034-2022.json
GVMC-002-0035,2,Madhurawada,Madhurawada,17.772039,83.30581,"D.No 1, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,352,2022,mock/ward-2/GVMC-002-0035-2022.json
GVMC-002-0040,2,Madhurawada,Madhurawada,17.761289,83.367048,"D.No 34, Temple Street, Madhurawada, Visakhapatnam - 530009",530009,Residential,266,2022,mock/ward-2/GVMC-002-0040-2022.json
GVMC-002-0044,2,Madhurawada,Madhurawada,17.767764,83.306897,"D.No 38-4, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,264,2022,mock/ward-2/GVMC-002-0044-2022.json
GVMC-002-0047,2,Madhurawada,Madhurawada,17.792768,83.355381,"D.No 19-8, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,286,2022,mock/ward-2/GVMC-002-0047-2022.json
GVMC-002-0055,2,Madhurawada,Madhurawada,17.798039,83.369211,"D.No 38, Colony Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,225,2022,mock/ward-2/GVMC-002-0055-2022.json
GVMC-002-0056,2,Madhurawada,Madhurawada,17.809082,83.310131,"D.No 12-5, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,92,2022,mock/ward-2/GVMC-002-0056-2022.json
GVMC-002-0057,2,Madhurawada,Madhurawada,17.79438,83.355223,"D.No 19, Nagar Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,218,2022,mock/ward-2/GVMC-002-0057-2022.json
GVMC-002-0058,2,Madhurawada,Madhurawada,17.819217,83.32799,"D.No 2-1, Lane, Madhurawada, Visakhapatnam - 530009",530009,Residential,90,2022,mock/ward-2/GVMC-002-0058-2022.json
GVMC-002-0059,2,Madhurawada,Madhurawada,17.799786,83.338408,"D.No 34, Main Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,408,2022,mock/ward-2/GVMC-002-0059-2022.json
GVMC-002-0061,2,Madhurawada,Madhurawada,17.765899,83.307733,"D.No 43-2, Market Road, Madhurawada, Visakhapatnam - 530009",530009,Residential,366,2022,mock/ward-2/GVMC-002-0061-2022.json
GVMC-003-0002,3,Asilmetta,Asilmetta,17.7333,83.306626,"D.No 8, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,360,2022,mock/ward-3/GVMC-003-0002-2022.json
GVMC-003-0004,3,Asilmetta,Asilmetta,17.718028,83.301342,"D.No 8, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,148,2022,mock/ward-3/GVMC-003-0004-2022.json
GVMC-003-0008,3,Asilmetta,Asilmetta,17.729896,83.299551,"D.No 9-4, Cross Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,65,2022,mock/ward-3/GVMC-003-0008-2022.json
GVMC-003-0009,3,Asilmetta,Asilmetta,17.705667,83.2951,"D.No 8, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,347,2022,mock/ward-3/GVMC-003-0009-2022.json
GVMC-003-0010,3,Asilmetta,Asilmetta,17.717894,83.329341,"D.No 33, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Mixed Use,79,2022,mock/ward-3/GVMC-003-0010-2022.json
GVMC-003-0012,3,Asilmetta,Asilmetta,17.7035,83.290852,"D.No 13, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,76,2022,mock/ward-3/GVMC-003-0012-2022.json
GVMC-003-0013,3,Asilmetta,Asilmetta,17.744972,83.293978,"D.No 5-3, Lane, Asilmetta, Visakhapatnam - 530017",530017,Commercial,56,2022,mock/ward-3/GVMC-003-0013-2022.json
GVMC-003-0014,3,Asilmetta,Asilmetta,17.733212,83.302419,"D.No 14-5, Main Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,126,2022,mock/ward-3/GVMC-003-0014-2022.json
GVMC-003-0017,3,Asilmetta,Asilmetta,17.712922,83.313538,"D.No 40, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,186,2022,mock/ward-3/GVMC-003-0017-2022.json
GVMC-003-0018,3,Asilmetta,Asilmetta,17.703392,83.316324,"D.No 20-2, Nagar Road, Asilmetta, Visakhapatnam - 530017",530017,Commercial,284,2022,mock/ward-3/GVMC-003-0018-2022.json
GVMC-003-0024,3,Asilmetta,Asilmetta,17.73925,83.292044,"D.No 7-5, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,356,2022,mock/ward-3/GVMC-003-0024-2022.json
GVMC-003-0030,3,Asilmetta,Asilmetta,17.730656,83.318497,"D.No 35, Market Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,392,2022,mock/ward-3/GVMC-003-0030-2022.json
GVMC-003-0033,3,Asilmetta,Asilmetta,17.709008,83.318013,"D.No 8, Lane, Asilmetta, Visakhapatnam - 530017",530017,Commercial,307,2022,mock/ward-3/GVMC-003-0033-2022.json
GVMC-003-0034,3,Asilmetta,Asilmetta,17.737407,83.323199,"D.No 42-5, Temple Street, Asilmetta, Visakhapatnam - 530017",530017,Residential,50,2022,mock/ward-3/GVMC-003-0034-2022.json
GVMC-003-0035,3,Asilmetta,Asilmetta,17.713845,83.291147,"D.No 32, Ring Road Extension, Asilmetta, Visakhapatnam - 530017",530017,Residential,369,2022,mock/ward-3/GVMC-003-0035-2022.json
GVMC-003-0036,3,Asilmetta,Asilmetta,17.742822,83.311419,"D.No 39, Beach Road, Asilmetta, Visakhapatnam - 530017",530017,Residential,44,2022,mock/ward-3/GVMC-003-0036-2022.json
GVMC-004-0006,4,Suryabagh,Suryabagh,17.704796,83.297766,"D.No 16, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Industrial,370,2022,mock/ward-4/GVMC-004-0006-2022.json
GVMC-004-0011,4,Suryabagh,Suryabagh,17.702565,83.281492,"D.No 34, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,185,2022,mock/ward-4/GVMC-004-0011-2022.json
GVMC-004-0013,4,Suryabagh,Suryabagh,17.699653,83.289581,"D.No 7, Market Road, Suryabagh, Visakhapatnam - 530020",530020,Vacant Land,359,2022,mock/ward-4/GVMC-004-0013-2022.json
GVMC-004-0014,4,Suryabagh,Suryabagh,17.69075,83.286448,"D.No 22, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Commercial,41,2022,mock/ward-4/GVMC-004-0014-2022.json
GVMC-004-0015,4,Suryabagh,Suryabagh,17.695851,83.308958,"D.No 4, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,377,2022,mock/ward-4/GVMC-004-0015-2022.json
GVMC-004-0022,4,Suryabagh,Suryabagh,17.70777,83.304859,"D.No 5, Beach Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,180,2022,mock/ward-4/GVMC-004-0022-2022.json
GVMC-004-0026,4,Suryabagh,Suryabagh,17.688217,83.295081,"D.No 22, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,371,2022,mock/ward-4/GVMC-004-0026-2022.json
GVMC-004-0027,4,Suryabagh,Suryabagh,17.710609,83.302418,"D.No 42, Market Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,144,2022,mock/ward-4/GVMC-004-0027-2022.json
GVMC-004-0029,4,Suryabagh,Suryabagh,17.712984,83.291256,"D.No 7, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Residential,177,2022,mock/ward-4/GVMC-004-0029-2022.json
GVMC-004-0031,4,Suryabagh,Suryabagh,17.687861,83.282466,"D.No 11, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Commercial,302,2022,mock/ward-4/GVMC-004-0031-2022.json
GVMC-004-0032,4,Suryabagh,Suryabagh,17.691534,83.292935,"D.No 31, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,305,2022,mock/ward-4/GVMC-004-0032-2022.json
GVMC-004-0034,4,Suryabagh,Suryabagh,17.696169,83.281565,"D.No 43-8, Lane, Suryabagh, Visakhapatnam - 530020",530020,Residential,72,2022,mock/ward-4/GVMC-004-0034-2022.json
GVMC-004-0035,4,Suryabagh,Suryabagh,17.708636,83.298205,"D.No 10, Beach Road, Suryabagh, Visakhapatnam - 530020",530020,Residential,92,2022,mock/ward-4/GVMC-004-0035-2022.json
GVMC-004-0037,4,Suryabagh,Suryabagh,17.711602,83.305717,"D.No 7-7, Ring Road Extension, Suryabagh, Visakhapatnam - 530020",530020,Mixed Use,116,2022,mock/ward-4/GVMC-004-0037-2022.json
GVMC-004-0038,4,Suryabagh,Suryabagh,17.693166,83.309524,"D.No 28, Colony Road, Suryabagh, Visakhapatnam - 530020",530020,Vacant Land,334,2022,mock/ward-4/GVMC-004-0038-2022.json
GVMC-004-0039,4,Suryabagh,Suryabagh,17.700984,83.297895,"D.No 24-4, Temple Street, Suryabagh, Visakhapatnam - 530020",530020,Industrial,370,2022,mock/ward-4/GVMC-004-0039-2022.json
GVMC-004-0042,4,Suryabagh,Suryabagh,17.713893,83.28284,"D.No 20-3, Lane, Suryabagh, Visakhapatnam - 530020",530020,Industrial,181,2022,mock/ward-4/GVMC-004-0042-2022.json
GVMC-004-0043,4,Suryabagh,Suryabagh,17.707602,83.282594,"D.No 5, Cross Street, Suryabagh, Visakhapatnam - 530020",530020,Residential,64,2022,mock/ward-4/GVMC-004-0043-2022.json
GVMC-005-0003,5,Gnanapuram,Gnanapuram,17.697816,83.249775,"D.No 37, Colony Road, Gnanapuram, Visakhapatnam - 530030",530030,Residential,290,2022,mock/ward-5/GVMC-005-0003-2022.json
GVMC-005-0005,5,Gnanapuram,Gnanapuram,17.663358,83.283272,"D.No 34, Main Road, Gnanapuram, Visakhapatnam - 530030",530030,Industrial,65,2022,mock/ward-5/GVMC-005-0005-2022.json
GVMC-005-0006,5,Gnanapuram,Gnanapuram,17.693964,83.263408,"D.No 14, Lane, Gnanapuram, Visakhapatnam - 530030",530030,Mixed Use,265,2022,mock/ward-5/GVMC-005-0006-2022.json
GVMC-005-0010,5,Gnanapuram,Gnanapuram,17.681348,83.250066,"D.No 25-1, Beach Road, Gnanapuram, Visakhapatnam - 530030",530030,Residential,275,2022,mock/ward-5/GVMC-005-0010-2022.json
GVMC-005-0013,5,Gnanapuram,Gnanapuram,17.660008,83.250572,"D.No 22, Beach Road, Gnanapuram, Visakhapatnam - 530030",530030,Industrial,189,2022,mock/ward-5/GVMC-005-0013-2022.json
GVMC-005-0015,5,Gnanapuram,Gnanapuram,17.660501,83.288002,"D.No 31, Colony Road, Gnanapuram, Visakhapatnam - 530030",530030,Mixed Use,431,2022,mock/ward-5/GVMC-005-0015-2022.json
GVMC-005-0016,5,Gnanapuram,Gnanapuram,17.68194,83.267393,"D.No 42, Temple Street, Gnanapuram, Visakhapatnam - 530030",530030,Residential,232,2022,mock/ward-5/GVMC-005-0016-2022.json
GVMC-005-0020,5,Gnanapuram,Gnanapuram,17.698832,83.273816,"D.No 27, Ring Road Extension, Gnanapuram, Visakhapatnam - 530030",530030,Residential,387,2022,mock/ward-5/GVMC-005-0020-2022.json
GVMC-005-0022,5,Gnanapuram,Gnanapuram,17.688932,83.285522,"D.No 17, Lane, Gnanapuram, Visakhapatnam - 530030",530030,Residential,414,2022,mock/ward-5/GVMC-005-0022-2022.json
GVMC-005-0023,5,Gnanapuram,Gnanapuram,17.673402,83.241664,"D.No 3-5, Nagar Road, Gnanapuram, Visakhapatnam - 530030",530030,Residential,344,2022,mock/ward-5/GVMC-005-0023-2022.json
GVMC-005-0024,5,Gnanapuram,Gnanapuram,17.683578,83.275686,"D.No 7, Ring Road Extension, Gnanapuram, Visakhapatnam - 530030",530030,Residential,373,2022,mock/ward-5/GVMC-005-0024-2022.json
GVMC-005-0028,5,Gnanapuram,Gnanapuram,17.68775,83.276276,"D.No 15, Cross Street, Gnanapuram, Visakhapatnam - 530030",530030,Residential,131,2022,mock/ward-5/GVMC-005-0028-2022.json
GVMC-005-0029,5,Gnanapuram,Gnanapuram,17.696965,83.242484,"D.No 11, Beach Road, Gnanapuram, Visakhapatnam - 530030",530030,Residential,48,2022,mock/ward-5/GVMC-005-0029-2022.json
GVMC-005-0033,5,Gnanapuram,Gnanapuram,17.689837,83.269241,"D.No 43, Lane, Gnanapuram, Visakhapatnam - 530030",530030,Industrial,109,2022,mock/ward-5/GVMC-005-0033-2022.json
GVMC-005-0034,5,Gnanapuram,Gnanapuram,17.697566,83.25078,"D.No 31, Lane, Gnanapuram, Visakhapatnam - 530030",530030,Residential,422,2022,mock/ward-5/GVMC-005-0034-2022.json
GVMC-006-0010,6,Gajuwaka,Gajuwaka,17.646868,83.217479,"D.No 42, Nagar Road, Gajuwaka, Visakhapatnam - 530035",530035,Commercial,326,2022,mock/ward-6/GVMC-006-0010-2022.json
GVMC-006-0011,6,Gajuwaka,Gajuwaka,17.641566,83.217192,"D.No 5-7, Temple Street, Gajuwaka, Visakhapatnam - 530035",530035,Residential,72,2022,mock/ward-6/GVMC-006-0011-2022.json
GVMC-006-0013,6,Gajuwaka,Gajuwaka,17.649155,83.197251,"D.No 9, Colony Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,290,2022,mock/ward-6/GVMC-006-0013-2022.json
GVMC-006-0014,6,Gajuwaka,Gajuwaka,17.652769,83.205367,"D.No 2, Beach Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,349,2022,mock/ward-6/GVMC-006-0014-2022.json
GVMC-006-0018,6,Gajuwaka,Gajuwaka,17.647975,83.219421,"D.No 17-5, Temple Street, Gajuwaka, Visakhapatnam - 530035",530035,Mixed Use,249,2022,mock/ward-6/GVMC-006-0018-2022.json
GVMC-006-0019,6,Gajuwaka,Gajuwaka,17.667338,83.216243,"D.No 24, Nagar Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,354,2022,mock/ward-6/GVMC-006-0019-2022.json
GVMC-006-0020,6,Gajuwaka,Gajuwaka,17.647982,83.196042,"D.No 10, Cross Street, Gajuwaka, Visakhapatnam - 530035",530035,Commercial,409,2022,mock/ward-6/GVMC-006-0020-2022.json
GVMC-006-0023,6,Gajuwaka,Gajuwaka,17.669349,83.218118,"D.No 41-3, Temple Street, Gajuwaka, Visakhapatnam - 530035",530035,Residential,273,2022,mock/ward-6/GVMC-006-0023-2022.json
GVMC-006-0025,6,Gajuwaka,Gajuwaka,17.655123,83.232573,"D.No 31, Main Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,362,2022,mock/ward-6/GVMC-006-0025-2022.json
GVMC-006-0028,6,Gajuwaka,Gajuwaka,17.643374,83.20025,"D.No 11, Nagar Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,238,2022,mock/ward-6/GVMC-006-0028-2022.json
GVMC-006-0033,6,Gajuwaka,Gajuwaka,17.673432,83.194743,"D.No 41, Colony Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,230,2022,mock/ward-6/GVMC-006-0033-2022.json
GVMC-006-0035,6,Gajuwaka,Gajuwaka,17.649014,83.227544,"D.No 39, Nagar Road, Gajuwaka, Visakhapatnam - 530035",530035,Residential,145,2022,mock/ward-6/GVMC-006-0035-2022.json
GVMC-007-0004,7,Anakapalli,Anakapalli,17.624575,83.00567,"D.No 34, Market Road, Anakapalli, Visakhapatnam - 530040",530040,Residential,248,2022,mock/ward-7/GVMC-007-0004-2022.json
GVMC-007-0005,7,Anakapalli,Anakapalli,17.627576,83.091699,"D.No 11, Ring Road Extension, Anakapalli, Visakhapatnam - 530040",530040,Residential,357,2022,mock/ward-7/GVMC-007-0005-2022.json
GVMC-007-0007,7,Anakapalli,Anakapalli,17.612472,83.02122,"D.No 22, Temple Street, Anakapalli, Visakhapatnam - 530040",530040,Commercial,116,2022,mock/ward-7/GVMC-007-0007-2022.json
GVMC-007-0011,7,Anakapalli,Anakapalli,17.618615,83.010853,"D.No 43, Colony Road, Anakapalli, Visakhapatnam - 530040",530040,Residential,112,2022,mock/ward-7/GVMC-007-0011-2022.json
GVMC-007-0012,7,Anakapalli,Anakapalli,17.618123,83.042535,"D.No 36, Colony Road, Anakapalli, Visakhapatnam - 530040",530040,Residential,191,2022,mock/ward-7/GVMC-007-0012-2022.json
GVMC-007-0014,7,Anakapalli,Anakapalli,17.590117,83.042942,"D.No 26, Beach Road, Anakapalli, Visakhapatnam - 530040",530040,Residential,425,2022,mock/ward-7/GVMC-007-0014-2022.json
GVMC-007-0016,7,Anakapalli,Anakapalli,17.593512,83.039472,"D.No 44, Cross Street, Anakapalli, Visakhapatnam - 530040",530040,Residential,273,2022,mock/ward-7/GVMC-007-0016-2022.json
GVMC-007-0019,7,Anakapalli,Anakapalli,17.634543,83.018846,"D.No 24-5, Temple Street, Anakapalli, Visakhapatnam - 530040",530040,Commercial,184,2022,mock/ward-7/GVMC-007-0019-2022.json
GVMC-007-0027,7,Anakapalli,Anakapalli,17.592389,83.09683,"D.No 36, Ring Road Extension, Anakapalli, Visakhapatnam - 530040",530040,Commercial,382,2022,mock/ward-7/GVMC-007-0027-2022.json
GVMC-007-0028,7,Anakapalli,Anakapalli,17.617306,83.093626,"D.No 20, Beach Road, Anakapalli, Visakhapatnam - 530040",530040,Residential,101,2022,mock/ward-7/GVMC-007-0028-2022.json
GVMC-007-0035,7,Anakapalli,Anakapalli,17.628823,83.06424,"D.No 28-8, Nagar Road, Anakapalli, Visakhapatnam - 530040",530040,Commercial,366,2022,mock/ward-7/GVMC-007-0035-2022.json
GVMC-008-0001,8,Vepagunta,Vepagunta,17.762324,83.230213,"D.No 25, Nagar Road, Vepagunta, Visakhapatnam - 530043",530043,Residential,134,2022,mock/ward-8/GVMC-008-0001-2022.json
GVMC-008-0004,8,Vepagunta,Vepagunta,17.762348,83.256282,"D.No 42-7, Cross Street, Vepagunta, Visakhapatnam - 530043",530043,Residential,282,2022,mock/ward-8/GVMC-008-0004-2022.json
GVMC-008-0006,8,Vepagunta,Vepagunta,17.774467,83.253282,"D.No 4, Lane, Vepagunta, Visakhapatnam - 530043",530043,Residential,139,2022,mock/ward-8/GVMC-008-0006-2022.json
GVMC-008-0008,8,Vepagunta,Vepagunta,17.763573,83.256754,"D.No 34, Main Road, Vepagunta, Visakhapatnam - 530043",530043,Residential,295,2022,mock/ward-8/GVMC-008-0008-2022.json
GVMC-008-0010,8,Vepagunta,Vepagunta,17.760656,83.266695,"D.No 44-1, Nagar Road, Vepagunta, Visakhapatnam - 530043",530043,Residential,336,2022,mock/ward-8/GVMC-008-0010-2022.json
GVMC-008-0012,8,Vepagunta,Vepagunta,17.750269,83.277353,"D.No 16-7, Temple Street, Vepagunta, Visakhapatnam - 530043",530043,Mixed Use,308,2022,mock/ward-8/GVMC-008-0012-2022.json
GVMC-008-0018,8,Vepagunta,Vepagunta,17.751842,83.279072,"D.No 42, Beach Road, Vepagunta, Visakhapatnam - 530043",530043,Commercial,195,2022,mock/ward-8/GVMC-008-0018-2022.json
